sq1	MT544612.1	100.000	253	0	0	1	253	466	718	1.90e-127	468	2602574	N/A
sq1	MG875982.1	100.000	253	0	0	1	253	152	404	1.90e-127	468	77133	N/A
sq1	KU243155.1	100.000	253	0	0	1	253	395	647	1.90e-127	468	77133	N/A
sq1	JQ516457.1	100.000	253	0	0	1	253	476	728	1.90e-127	468	91750	N/A
sq1	JQ515644.1	100.000	253	0	0	1	253	486	738	1.90e-127	468	91750	N/A
sq2	OP000654.1	100.000	253	0	0	1	253	527	779	1.90e-127	468	287	N/A
sq2	ON983158.1	100.000	253	0	0	1	253	504	756	1.90e-127	468	287	N/A
sq2	CP094851.1	100.000	253	0	0	1	253	716563	716815	1.90e-127	468	287	N/A
sq2	CP094851.1	100.000	253	0	0	1	253	4836574	4836322	1.90e-127	468	287	N/A
sq2	CP094851.1	100.000	253	0	0	1	253	5343317	5343065	1.90e-127	468	287	N/A
sq2	CP094851.1	100.000	253	0	0	1	253	6120679	6120427	1.90e-127	468	287	N/A
sq2	ON965332.1	100.000	253	0	0	1	253	529	781	1.90e-127	468	287	N/A
sq2	CP100760.1	100.000	253	0	0	1	253	4687	4435	1.90e-127	468	287	N/A
sq2	CP100760.1	100.000	253	0	0	1	253	781539	781287	1.90e-127	468	287	N/A
sq2	CP100760.1	100.000	253	0	0	1	253	1728153	1728405	1.90e-127	468	287	N/A
sq2	CP100760.1	100.000	253	0	0	1	253	5923883	5923631	1.90e-127	468	287	N/A
sq3	FJ203501.1	100.000	254	0	0	1	254	466	719	5.31e-128	470	77133	N/A
sq3	JQ347407.1	99.606	254	1	0	1	254	443	696	2.47e-126	464	77133	N/A
sq3	JQ347376.1	99.606	254	1	0	1	254	484	737	2.47e-126	464	77133	N/A
sq3	FJ203458.1	99.606	254	1	0	1	254	466	719	2.47e-126	464	77133	N/A
sq3	GU119822.1	99.213	254	2	0	1	254	464	717	1.15e-124	459	155900	N/A
sq4	EU861196.1	100.000	253	0	0	1	253	478	730	1.90e-127	468	34034	N/A
sq4	AY323157.1	100.000	253	0	0	1	253	139	391	1.90e-127	468	34034	N/A
sq4	KC668547.1	99.605	253	1	0	1	253	527	779	8.84e-126	462	77133	N/A
sq4	KC668527.1	99.605	253	1	0	1	253	527	779	8.84e-126	462	77133	N/A
sq4	KC668514.1	99.605	253	1	0	1	253	527	779	8.84e-126	462	77133	N/A
sq5	ON994551.1	100.000	253	0	0	1	253	497	749	1.90e-127	468	511	N/A
sq5	ON974263.1	100.000	253	0	0	1	253	466	718	1.90e-127	468	511	N/A
sq5	ON974243.1	100.000	253	0	0	1	253	446	698	1.90e-127	468	511	N/A
sq5	ON974241.1	100.000	253	0	0	1	253	465	717	1.90e-127	468	511	N/A
sq5	CP100755.1	100.000	253	0	0	1	253	267700	267448	1.90e-127	468	2918755	N/A
sq5	CP100755.1	100.000	253	0	0	1	253	1439078	1438826	1.90e-127	468	2918755	N/A
sq5	CP100755.1	100.000	253	0	0	1	253	2694455	2694707	1.90e-127	468	2918755	N/A
sq6	EU861195.1	100.000	253	0	0	1	253	488	740	1.90e-127	468	77133	N/A
sq6	GU118068.1	99.605	253	1	0	1	253	433	685	8.84e-126	462	77133	N/A
sq6	GU117990.1	99.605	253	1	0	1	253	433	685	8.84e-126	462	77133	N/A
sq6	GU118110.1	98.419	253	3	1	1	253	433	684	3.20e-120	444	77133	N/A
sq6	AY265979.1	88.281	256	26	4	1	253	169	423	5.67e-78	303	120858	N/A
sq7	ON974732.1	100.000	253	0	0	1	253	480	732	1.90e-127	468	615	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	235217	235469	1.90e-127	468	458197	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	277456	277708	1.90e-127	468	458197	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	884049	884301	1.90e-127	468	458197	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	4088159	4087907	1.90e-127	468	458197	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	4822021	4821769	1.90e-127	468	458197	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	5082454	5082202	1.90e-127	468	458197	N/A
sq7	CP100765.1	100.000	253	0	0	1	253	5207571	5207319	1.90e-127	468	458197	N/A
sq7	ON955286.1	100.000	253	0	0	1	253	478	730	1.90e-127	468	615	N/A
sq7	OU548751.1	100.000	253	0	0	1	253	125	377	1.90e-127	468	615	N/A
sq7	ON908589.1	100.000	253	0	0	1	253	478	730	1.90e-127	468	615	N/A
sq8	JQ347407.1	100.000	254	0	0	1	254	443	696	5.31e-128	470	77133	N/A
sq8	JQ347376.1	100.000	254	0	0	1	254	484	737	5.31e-128	470	77133	N/A
sq8	GU119822.1	99.606	254	1	0	1	254	464	717	2.47e-126	464	155900	N/A
sq8	GU119801.1	99.606	254	1	0	1	254	466	719	2.47e-126	464	155900	N/A
sq8	GU119793.1	99.606	254	1	0	1	254	464	717	2.47e-126	464	155900	N/A
sq9	OP001393.1	100.000	253	0	0	1	253	478	730	1.90e-127	468	217203	N/A
sq9	ON982510.1	100.000	253	0	0	1	253	522	774	1.90e-127	468	85698	N/A
sq9	ON982508.1	100.000	253	0	0	1	253	520	772	1.90e-127	468	85698	N/A
sq9	ON936100.1	100.000	253	0	0	1	253	522	774	1.90e-127	468	134375	N/A
sq9	ON831558.1	100.000	253	0	0	1	253	476	728	1.90e-127	468	134375	N/A
sq10	OM267717.1	100.000	253	0	0	1	253	423	675	1.90e-127	468	2571221	N/A
sq10	OL336410.1	100.000	253	0	0	1	253	355	607	1.90e-127	468	1936156	N/A
sq10	OL336391.1	100.000	253	0	0	1	253	345	597	1.90e-127	468	1936156	N/A
sq10	MW788344.1	100.000	253	0	0	1	253	421	673	1.90e-127	468	1909294	N/A
sq10	MW788343.1	100.000	253	0	0	1	253	421	673	1.90e-127	468	1909294	N/A
sq11	ON933861.1	100.000	253	0	0	1	253	489	741	1.90e-127	468	1615674	N/A
sq11	ON933854.1	100.000	253	0	0	1	253	494	746	1.90e-127	468	2750625	N/A
